match,start_time,player_name,player_team,market,line,over_price,under_price,margin,agency
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,Tony Pollard,Tennessee Titans,Receiving Yards,29.5,3,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,Tony Pollard,Tennessee Titans,Receiving Yards,39.5,4.6,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,Tony Pollard,Tennessee Titans,Receiving Yards,49.5,7.5,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,Tony Pollard,Tennessee Titans,Receiving Yards,59.5,11,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,Tony Pollard,Tennessee Titans,Receiving Yards,69.5,19,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,Tyjae Spears,Tennessee Titans,Receiving Yards,9.5,1.52,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,Tyjae Spears,Tennessee Titans,Receiving Yards,19.5,2.35,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,Tyjae Spears,Tennessee Titans,Receiving Yards,20.5,2.5,1.5,1.067,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,Tyjae Spears,Tennessee Titans,Receiving Yards,29.5,3.8,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,Tyjae Spears,Tennessee Titans,Receiving Yards,39.5,6.5,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,Tyjae Spears,Tennessee Titans,Receiving Yards,49.5,11,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,Tyjae Spears,Tennessee Titans,Receiving Yards,59.5,17,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,Tyler Boyd,Tennessee Titans,Receiving Yards,9.5,1.18,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,Tyler Boyd,Tennessee Titans,Receiving Yards,19.5,1.58,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,Tyler Boyd,Tennessee Titans,Receiving Yards,29.5,2.15,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,Tyler Boyd,Tennessee Titans,Receiving Yards,30.5,2.25,1.6,1.069,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,Tyler Boyd,Tennessee Titans,Receiving Yards,39.5,3.1,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,Tyler Boyd,Tennessee Titans,Receiving Yards,49.5,4.6,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,Tyler Boyd,Tennessee Titans,Receiving Yards,59.5,7,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,Tyler Boyd,Tennessee Titans,Receiving Yards,69.5,11,NA,NA,TAB
Tennessee Titans v Indianapolis Colts,2024-10-13T17:00:00.000Z,Tyler Boyd,Tennessee Titans,Receiving Yards,79.5,15,NA,NA,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,H Hurst,NA,Receiving Yards,9.5,1.39,NA,NA,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,H Hurst,NA,Receiving Yards,19.5,2.05,NA,NA,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,H Hurst,NA,Receiving Yards,20.5,2.15,1.65,1.071,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,H Hurst,NA,Receiving Yards,29.5,3.2,NA,NA,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,H Hurst,NA,Receiving Yards,39.5,5,NA,NA,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,H Hurst,NA,Receiving Yards,49.5,8.5,NA,NA,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,H Hurst,NA,Receiving Yards,59.5,13,NA,NA,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,H Hurst,NA,Receiving Yards,69.5,21,NA,NA,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,Javonte Williams,Denver Broncos,Receiving Yards,9.5,1.32,NA,NA,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,Javonte Williams,Denver Broncos,Receiving Yards,19.5,1.9,NA,NA,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,Javonte Williams,Denver Broncos,Receiving Yards,25.5,2.4,1.53,1.07,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,Javonte Williams,Denver Broncos,Receiving Yards,29.5,2.75,NA,NA,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,Javonte Williams,Denver Broncos,Receiving Yards,39.5,4.25,NA,NA,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,Javonte Williams,Denver Broncos,Receiving Yards,49.5,7,NA,NA,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,Javonte Williams,Denver Broncos,Receiving Yards,59.5,11,NA,NA,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,Javonte Williams,Denver Broncos,Receiving Yards,69.5,17,NA,NA,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,Josh Palmer,Los Angeles Chargers,Receiving Yards,9.5,1.08,NA,NA,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,Josh Palmer,Los Angeles Chargers,Receiving Yards,19.5,1.34,NA,NA,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,Josh Palmer,Los Angeles Chargers,Receiving Yards,29.5,1.75,NA,NA,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,Josh Palmer,Los Angeles Chargers,Receiving Yards,35.5,2.1,1.68,1.071,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,Josh Palmer,Los Angeles Chargers,Receiving Yards,39.5,2.35,NA,NA,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,Josh Palmer,Los Angeles Chargers,Receiving Yards,49.5,3.3,NA,NA,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,Josh Palmer,Los Angeles Chargers,Receiving Yards,59.5,4.8,NA,NA,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,Josh Palmer,Los Angeles Chargers,Receiving Yards,69.5,7,NA,NA,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,Josh Palmer,Los Angeles Chargers,Receiving Yards,79.5,10,NA,NA,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,Josh Palmer,Los Angeles Chargers,Receiving Yards,89.5,13,NA,NA,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,Ladd McConkey,Los Angeles Chargers,Receiving Yards,19.5,1.11,NA,NA,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,Ladd McConkey,Los Angeles Chargers,Receiving Yards,29.5,1.3,NA,NA,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,Ladd McConkey,Los Angeles Chargers,Receiving Yards,39.5,1.6,NA,NA,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,Ladd McConkey,Los Angeles Chargers,Receiving Yards,49.5,2,NA,NA,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,Ladd McConkey,Los Angeles Chargers,Receiving Yards,50.5,2.05,1.72,1.069,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,Ladd McConkey,Los Angeles Chargers,Receiving Yards,59.5,2.6,NA,NA,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,Ladd McConkey,Los Angeles Chargers,Receiving Yards,69.5,3.4,NA,NA,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,Ladd McConkey,Los Angeles Chargers,Receiving Yards,79.5,4.8,NA,NA,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,Ladd McConkey,Los Angeles Chargers,Receiving Yards,89.5,6.5,NA,NA,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,Q Johnston,NA,Receiving Yards,9.5,1.1,NA,NA,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,Q Johnston,NA,Receiving Yards,19.5,1.39,NA,NA,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,Q Johnston,NA,Receiving Yards,29.5,1.85,NA,NA,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,Q Johnston,NA,Receiving Yards,35.5,2.2,1.62,1.072,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,Q Johnston,NA,Receiving Yards,39.5,2.5,NA,NA,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,Q Johnston,NA,Receiving Yards,49.5,3.5,NA,NA,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,Q Johnston,NA,Receiving Yards,59.5,5.25,NA,NA,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,Q Johnston,NA,Receiving Yards,69.5,8,NA,NA,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,Q Johnston,NA,Receiving Yards,79.5,11,NA,NA,TAB
Denver Broncos v Los Angeles Chargers,2024-10-13T20:05:00.000Z,Q Johnston,NA,Receiving Yards,89.5,15,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,B Bowers,NA,Receiving Yards,19.5,1.06,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,B Bowers,NA,Receiving Yards,29.5,1.2,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,B Bowers,NA,Receiving Yards,39.5,1.42,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,B Bowers,NA,Receiving Yards,49.5,1.72,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,B Bowers,NA,Receiving Yards,55.5,2,1.75,1.071,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,B Bowers,NA,Receiving Yards,59.5,2.15,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,B Bowers,NA,Receiving Yards,69.5,2.75,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,B Bowers,NA,Receiving Yards,79.5,3.6,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,B Bowers,NA,Receiving Yards,89.5,5,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,Calv Austin,NA,Receiving Yards,9.5,1.32,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,Calv Austin,NA,Receiving Yards,19.5,1.9,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,Calv Austin,NA,Receiving Yards,25.5,2.4,1.53,1.07,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,Calv Austin,NA,Receiving Yards,29.5,2.8,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,Calv Austin,NA,Receiving Yards,39.5,4.25,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,Calv Austin,NA,Receiving Yards,49.5,7,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,Calv Austin,NA,Receiving Yards,59.5,11,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,Calv Austin,NA,Receiving Yards,69.5,17,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,George Pickens,Pittsburgh Steelers,Receiving Yards,19.5,1.13,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,George Pickens,Pittsburgh Steelers,Receiving Yards,29.5,1.34,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,George Pickens,Pittsburgh Steelers,Receiving Yards,39.5,1.65,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,George Pickens,Pittsburgh Steelers,Receiving Yards,49.5,2.1,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,George Pickens,Pittsburgh Steelers,Receiving Yards,50.5,2.15,1.65,1.071,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,George Pickens,Pittsburgh Steelers,Receiving Yards,59.5,2.7,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,George Pickens,Pittsburgh Steelers,Receiving Yards,69.5,3.7,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,George Pickens,Pittsburgh Steelers,Receiving Yards,79.5,5,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,George Pickens,Pittsburgh Steelers,Receiving Yards,89.5,7,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,J Warren,NA,Receiving Yards,9.5,1.68,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,J Warren,NA,Receiving Yards,15.5,2.3,1.58,1.068,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,J Warren,NA,Receiving Yards,19.5,2.75,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,J Warren,NA,Receiving Yards,29.5,4.8,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,J Warren,NA,Receiving Yards,39.5,8.5,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,J Warren,NA,Receiving Yards,49.5,13,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,Najee Harris,Pittsburgh Steelers,Receiving Yards,9.5,1.68,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,Najee Harris,Pittsburgh Steelers,Receiving Yards,15.5,2.25,1.6,1.069,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,Najee Harris,Pittsburgh Steelers,Receiving Yards,19.5,2.7,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,Najee Harris,Pittsburgh Steelers,Receiving Yards,29.5,4.6,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,Najee Harris,Pittsburgh Steelers,Receiving Yards,39.5,8,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,Najee Harris,Pittsburgh Steelers,Receiving Yards,49.5,13,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,Najee Harris,Pittsburgh Steelers,Receiving Yards,59.5,21,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,Pat Freiermuth,Pittsburgh Steelers,Receiving Yards,9.5,1.1,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,Pat Freiermuth,Pittsburgh Steelers,Receiving Yards,19.5,1.38,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,Pat Freiermuth,Pittsburgh Steelers,Receiving Yards,29.5,1.8,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,Pat Freiermuth,Pittsburgh Steelers,Receiving Yards,35.5,2.2,1.62,1.072,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,Pat Freiermuth,Pittsburgh Steelers,Receiving Yards,39.5,2.45,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,Pat Freiermuth,Pittsburgh Steelers,Receiving Yards,49.5,3.5,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,Pat Freiermuth,Pittsburgh Steelers,Receiving Yards,59.5,5,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,Pat Freiermuth,Pittsburgh Steelers,Receiving Yards,69.5,7.5,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,Pat Freiermuth,Pittsburgh Steelers,Receiving Yards,79.5,11,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,Pat Freiermuth,Pittsburgh Steelers,Receiving Yards,89.5,15,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,T Tucker,NA,Receiving Yards,9.5,1.05,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,T Tucker,NA,Receiving Yards,19.5,1.24,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,T Tucker,NA,Receiving Yards,29.5,1.55,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,T Tucker,NA,Receiving Yards,39.5,2,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,T Tucker,NA,Receiving Yards,40.5,2.1,1.68,1.071,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,T Tucker,NA,Receiving Yards,49.5,2.7,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,T Tucker,NA,Receiving Yards,59.5,3.7,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,T Tucker,NA,Receiving Yards,69.5,5.25,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,T Tucker,NA,Receiving Yards,79.5,7.5,NA,NA,TAB
Las Vegas Raiders v Pittsburgh Steelers,2024-10-13T20:05:00.000Z,T Tucker,NA,Receiving Yards,89.5,11,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Bijan Robinson,Atlanta Falcons,Receiving Yards,9.5,1.23,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Bijan Robinson,Atlanta Falcons,Receiving Yards,19.5,1.68,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Bijan Robinson,Atlanta Falcons,Receiving Yards,25.5,2.05,1.72,1.069,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Bijan Robinson,Atlanta Falcons,Receiving Yards,29.5,2.35,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Bijan Robinson,Atlanta Falcons,Receiving Yards,39.5,3.5,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Bijan Robinson,Atlanta Falcons,Receiving Yards,49.5,5.5,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Bijan Robinson,Atlanta Falcons,Receiving Yards,59.5,8.5,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Bijan Robinson,Atlanta Falcons,Receiving Yards,69.5,13,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Bijan Robinson,Atlanta Falcons,Receiving Yards,79.5,19,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Chuba Hubbard,Carolina Panthers,Receiving Yards,9.5,1.36,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Chuba Hubbard,Carolina Panthers,Receiving Yards,19.5,1.95,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Chuba Hubbard,Carolina Panthers,Receiving Yards,20.5,2.05,1.72,1.069,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Chuba Hubbard,Carolina Panthers,Receiving Yards,29.5,3,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Chuba Hubbard,Carolina Panthers,Receiving Yards,39.5,4.6,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Chuba Hubbard,Carolina Panthers,Receiving Yards,49.5,7.5,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Chuba Hubbard,Carolina Panthers,Receiving Yards,59.5,11,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Chuba Hubbard,Carolina Panthers,Receiving Yards,69.5,19,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Darnell Mooney,Atlanta Falcons,Receiving Yards,19.5,1.07,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Darnell Mooney,Atlanta Falcons,Receiving Yards,29.5,1.21,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Darnell Mooney,Atlanta Falcons,Receiving Yards,39.5,1.44,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Darnell Mooney,Atlanta Falcons,Receiving Yards,49.5,1.75,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Darnell Mooney,Atlanta Falcons,Receiving Yards,55.5,2,1.75,1.071,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Darnell Mooney,Atlanta Falcons,Receiving Yards,59.5,2.15,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Darnell Mooney,Atlanta Falcons,Receiving Yards,69.5,2.8,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Darnell Mooney,Atlanta Falcons,Receiving Yards,79.5,3.7,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Darnell Mooney,Atlanta Falcons,Receiving Yards,89.5,5,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Diontae Johnson,Carolina Panthers,Receiving Yards,29.5,1.1,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Diontae Johnson,Carolina Panthers,Receiving Yards,39.5,1.26,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Diontae Johnson,Carolina Panthers,Receiving Yards,49.5,1.46,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Diontae Johnson,Carolina Panthers,Receiving Yards,59.5,1.75,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Diontae Johnson,Carolina Panthers,Receiving Yards,65.5,2,1.75,1.071,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Diontae Johnson,Carolina Panthers,Receiving Yards,69.5,2.15,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Diontae Johnson,Carolina Panthers,Receiving Yards,79.5,2.7,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Diontae Johnson,Carolina Panthers,Receiving Yards,89.5,3.5,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Diontae Johnson,Carolina Panthers,Receiving Yards,99.5,4.6,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Drake London,Atlanta Falcons,Receiving Yards,29.5,1.07,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Drake London,Atlanta Falcons,Receiving Yards,39.5,1.2,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Drake London,Atlanta Falcons,Receiving Yards,49.5,1.36,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Drake London,Atlanta Falcons,Receiving Yards,59.5,1.6,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Drake London,Atlanta Falcons,Receiving Yards,69.5,1.95,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Drake London,Atlanta Falcons,Receiving Yards,70.5,2,1.75,1.071,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Drake London,Atlanta Falcons,Receiving Yards,79.5,2.35,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Drake London,Atlanta Falcons,Receiving Yards,89.5,3,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Drake London,Atlanta Falcons,Receiving Yards,99.5,3.8,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,Drake London,Atlanta Falcons,Receiving Yards,109.5,5,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,J Mingo,NA,Receiving Yards,9.5,1.16,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,J Mingo,NA,Receiving Yards,19.5,1.5,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,J Mingo,NA,Receiving Yards,29.5,2.05,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,J Mingo,NA,Receiving Yards,30.5,2.15,1.65,1.071,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,J Mingo,NA,Receiving Yards,39.5,2.9,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,J Mingo,NA,Receiving Yards,49.5,4.25,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,J Mingo,NA,Receiving Yards,59.5,6.5,NA,NA,TAB
Carolina Panthers v Atlanta Falcons,2024-10-13T20:25:00.000Z,J Mingo,NA,Receiving Yards,69.5,10,NA,NA,TAB
