match,player_name,player_team,market,line,over_price,agency,under_price
Green Bay Packers v Detroit Lions,Sam LaPorta,Detroit Lions,Receptions,3.5,1.657,Pinnacle,2.25
Green Bay Packers v Detroit Lions,Tucker Kraft,Green Bay Packers,Receptions,3.5,2.05,Pinnacle,1.787
Indianapolis Colts v Miami Dolphins,Jaylen Waddle,Miami Dolphins,Receptions,4.5,1.769,Pinnacle,2.07
Indianapolis Colts v Miami Dolphins,Tyreek Hill,Miami Dolphins,Receptions,5.5,1.819,Pinnacle,2
Jacksonville Jaguars v Carolina Panthers,Brenton Strange,Jacksonville Jaguars,Receptions,2.5,1.543,Pinnacle,2.5
Jacksonville Jaguars v Carolina Panthers,Brian Thomas Jr.,Jacksonville Jaguars,Receptions,5.5,1.909,Pinnacle,1.909
Jacksonville Jaguars v Carolina Panthers,Chuba Hubbard,Carolina Panthers,Receptions,2.5,2.64,Pinnacle,1.495
Jacksonville Jaguars v Carolina Panthers,Dyami Brown,Jacksonville Jaguars,Receptions,2.5,2.49,Pinnacle,1.546
Jacksonville Jaguars v Carolina Panthers,Jalen Coker,Carolina Panthers,Receptions,3.5,2.29,Pinnacle,1.636
Jacksonville Jaguars v Carolina Panthers,Parker Washington,Jacksonville Jaguars,Receptions,1.5,2.26,Pinnacle,1.653
Jacksonville Jaguars v Carolina Panthers,Tetairoa McMillan,Carolina Panthers,Receptions,4.5,1.709,Pinnacle,2.16
Jacksonville Jaguars v Carolina Panthers,Travis Etienne,Jacksonville Jaguars,Receptions,2.5,2.16,Pinnacle,1.709
Jacksonville Jaguars v Carolina Panthers,Travis Hunter,Jacksonville Jaguars,Receptions,4.5,2.1,Pinnacle,1.751
Jacksonville Jaguars v Carolina Panthers,Xavier Legette,Carolina Panthers,Receptions,3.5,2.08,Pinnacle,1.769
Los Angeles Rams v Houston Texans,Dalton Schultz,Houston Texans,Receptions,2.5,1.675,Pinnacle,2.22
Los Angeles Rams v Houston Texans,Davante Adams,Los Angeles Rams,Receptions,4.5,1.657,Pinnacle,2.25
Los Angeles Rams v Houston Texans,Kyren Williams,Los Angeles Rams,Receptions,1.5,1.666,Pinnacle,2.23
Los Angeles Rams v Houston Texans,Nico Collins,Houston Texans,Receptions,5.5,1.684,Pinnacle,2.2
Los Angeles Rams v Houston Texans,Puka Nacua,Los Angeles Rams,Receptions,6.5,2.11,Pinnacle,1.746
Los Angeles Rams v Houston Texans,Tutu Atwell,Los Angeles Rams,Receptions,2.5,2.53,Pinnacle,1.531
Los Angeles Rams v Houston Texans,Tyler Higbee,Los Angeles Rams,Receptions,2.5,1.884,Pinnacle,1.934
New England Patriots v Las Vegas Raiders,Ashton Jeanty,Las Vegas Raiders,Receptions,2.5,1.9,Pinnacle,1.917
New England Patriots v Las Vegas Raiders,Brock Bowers,Las Vegas Raiders,Receptions,6.5,2.28,Pinnacle,1.645
New England Patriots v Las Vegas Raiders,DeMario Douglas,New England Patriots,Receptions,3.5,1.917,Pinnacle,1.9
New England Patriots v Las Vegas Raiders,Hunter Henry,New England Patriots,Receptions,3.5,2.14,Pinnacle,1.724
New England Patriots v Las Vegas Raiders,Jakobi Meyers,Las Vegas Raiders,Receptions,4.5,1.735,Pinnacle,2.12
New England Patriots v Las Vegas Raiders,Stefon Diggs,New England Patriots,Receptions,4.5,2.02,Pinnacle,1.813
New England Patriots v Las Vegas Raiders,TreVeyon Henderson,New England Patriots,Receptions,2.5,1.787,Pinnacle,2.05
New Orleans Saints v Arizona Cardinals,Alvin Kamara,New Orleans Saints,Receptions,4.5,2.02,Pinnacle,1.806
New Orleans Saints v Arizona Cardinals,Chris Olave,New Orleans Saints,Receptions,4.5,1.877,Pinnacle,1.943
New Orleans Saints v Arizona Cardinals,James Conner,Arizona Cardinals,Receptions,2.5,1.952,Pinnacle,1.869
New Orleans Saints v Arizona Cardinals,Juwan Johnson,New Orleans Saints,Receptions,2.5,1.813,Pinnacle,2.02
New Orleans Saints v Arizona Cardinals,Marvin Harrison Jr.,Arizona Cardinals,Receptions,4.5,2.09,Pinnacle,1.757
New Orleans Saints v Arizona Cardinals,Michael Wilson,Arizona Cardinals,Receptions,2.5,2.39,Pinnacle,1.591
New Orleans Saints v Arizona Cardinals,Rashid Shaheed,New Orleans Saints,Receptions,2.5,1.529,Pinnacle,2.54
New Orleans Saints v Arizona Cardinals,Trey McBride,Arizona Cardinals,Receptions,6.5,1.97,Pinnacle,1.847
New York Jets v Pittsburgh Steelers,Breece Hall,New York Jets,Receptions,2.5,1.699,Pinnacle,2.18
New York Jets v Pittsburgh Steelers,DK Metcalf,Pittsburgh Steelers,Receptions,4.5,2.13,Pinnacle,1.729
New York Jets v Pittsburgh Steelers,Garrett Wilson,New York Jets,Receptions,4.5,1.709,Pinnacle,2.16
New York Jets v Pittsburgh Steelers,Jaylen Warren,Pittsburgh Steelers,Receptions,2.5,1.689,Pinnacle,2.2
New York Jets v Pittsburgh Steelers,Jonnu Smith,Pittsburgh Steelers,Receptions,2.5,1.588,Pinnacle,2.39
New York Jets v Pittsburgh Steelers,Mason Taylor,New York Jets,Receptions,2.5,1.98,Pinnacle,1.847
New York Jets v Pittsburgh Steelers,Pat Freiermuth,Pittsburgh Steelers,Receptions,2.5,1.666,Pinnacle,2.24
Seattle Seahawks v San Francisco 49ers,Christian McCaffrey,San Francisco 49ers,Receptions,3.5,1.757,Pinnacle,2.09
Seattle Seahawks v San Francisco 49ers,Cooper Kupp,Seattle Seahawks,Receptions,3.5,1.751,Pinnacle,2.1
Seattle Seahawks v San Francisco 49ers,George Kittle,San Francisco 49ers,Receptions,4.5,1.632,Pinnacle,2.3
Seattle Seahawks v San Francisco 49ers,Jauan Jennings,San Francisco 49ers,Receptions,4.5,2.25,Pinnacle,1.645
Seattle Seahawks v San Francisco 49ers,Jaxon Smith-Njigba,Seattle Seahawks,Receptions,4.5,1.645,Pinnacle,2.27
Seattle Seahawks v San Francisco 49ers,Kenneth Walker III,Seattle Seahawks,Receptions,2.5,2,Pinnacle,1.769
Seattle Seahawks v San Francisco 49ers,Ricky Pearsall,San Francisco 49ers,Receptions,3.5,1.704,Pinnacle,2.17
Seattle Seahawks v San Francisco 49ers,Zach Charbonnet,Seattle Seahawks,Receptions,1.5,1.769,Pinnacle,2
Washington Commanders v New York Giants,Austin Ekeler,Washington Commanders,Receptions,2.5,1.641,Pinnacle,2.28
Washington Commanders v New York Giants,Darius Slayton,New York Giants,Receptions,1.5,1.512,Pinnacle,2.58
Washington Commanders v New York Giants,Deebo Samuel Sr.,Washington Commanders,Receptions,3.5,1.675,Pinnacle,2.22
Washington Commanders v New York Giants,Malik Nabers,New York Giants,Receptions,6.5,2.04,Pinnacle,1.793
Washington Commanders v New York Giants,Terry McLaurin,Washington Commanders,Receptions,4.5,2.2,Pinnacle,1.684
Washington Commanders v New York Giants,Theo Johnson,New York Giants,Receptions,2.5,1.952,Pinnacle,1.862
Washington Commanders v New York Giants,Tyrone Tracy,NA,Receptions,1.5,1.568,Pinnacle,2.44
Washington Commanders v New York Giants,Wan'Dale Robinson,New York Giants,Receptions,3.5,1.757,Pinnacle,2.09
Washington Commanders v New York Giants,Zach Ertz,Washington Commanders,Receptions,3.5,1.884,Pinnacle,1.934
